id,state,cwa,name,lon,lat,poi_dist_mi,method,polygons,vertices
SDZ016,SD,ABR,"Potter",-99.99844,45.07206,12.04,poi,1,95
SDZ017,SD,ABR,"Faulk",-99.32748,45.07126,12.01,poi,1,66
SDZ018,SD,ABR,"Spink",-98.35039,44.97848,17.94,poi,1,74
SDZ019,SD,ABR,"Clark",-97.73912,44.93017,11.97,poi,1,68
SDZ020,SD,ABR,"Codington",-97.18845,44.97761,12.01,poi,1,54
SDZ021,SD,ABR,"Grant",-96.66978,45.17207,10.54,poi,1,80
SDZ022,SD,ABR,"Hamlin",-97.30864,44.67376,8.99,poi,1,38
SDZ023,SD,ABR,"Deuel",-96.6684,44.698,10.63,poi,1,57
SDZ033,SD,ABR,"Stanley",-100.85411,44.38196,14.62,poi,1,368
SDZ034,SD,ABR,"Sully",-100.20174,44.72286,12.07,poi,1,181
SDZ035,SD,ABR,"Hughes",-99.86876,44.40411,9.89,poi,1,223
SDZ036,SD,ABR,"Hyde",-99.49413,44.59991,8.96,poi,1,75
SDZ037,SD,ABR,"Hand",-99.00904,44.65348,14.95,poi,1,71
SDZ038,SD,FSD,"Beadle",-98.27817,44.41446,15.04,poi,1,73
SDZ039,SD,FSD,"Kingsbury",-97.60959,44.36951,12.05,poi,1,56
SDZ040,SD,FSD,"Brookings",-96.79045,44.36972,12.02,poi,1,54
SDZ045,SD,ABR,"Jones",-100.6929,43.96179,14.25,poi,1,435
SDZ048,SD,ABR,"Lyman",-100.04495,43.9343,15.68,poi,1,561
SDZ050,SD,FSD,"Gregory",-99.26863,43.19207,13.37,poi,1,187
SDZ051,SD,ABR,"Buffalo",-99.16119,44.06692,8.95,poi,1,96
SDZ052,SD,FSD,"Jerauld",-98.74543,44.06601,9,poi,1,48
SDZ053,SD,FSD,"Sanborn",-98.09139,44.02347,11.9,poi,1,64
SDZ054,SD,FSD,"Miner",-97.61024,44.02196,11.95,poi,1,49
SDZ055,SD,FSD,"Lake",-97.1294,44.02204,11.97,poi,1,40
SDZ056,SD,FSD,"Moody",-96.67103,44.02207,10.83,poi,1,51
SDZ057,SD,FSD,"Brule",-99.08338,43.71045,14.38,poi,1,148
SDZ058,SD,FSD,"Aurora",-98.56039,43.74947,11.73,poi,1,63
SDZ059,SD,FSD,"Davison",-98.14612,43.67496,8.98,poi,1,62
SDZ060,SD,FSD,"Hanson",-97.7874,43.63045,8.99,poi,1,51
SDZ061,SD,FSD,"McCook",-97.36843,43.67425,11.91,poi,1,39
SDZ062,SD,FSD,"Minnehaha",-96.79141,43.67418,12,poi,1,61
SDZ063,SD,FSD,"Charles Mix",-98.32034,43.0921,10.66,poi,1,385
SDZ064,SD,FSD,"Douglas",-98.27632,43.379,8.27,poi,1,66
SDZ065,SD,FSD,"Hutchinson",-97.75459,43.33482,11.38,poi,1,70
SDZ066,SD,FSD,"Turner",-97.15342,43.3346,11.37,poi,1,52
SDZ067,SD,FSD,"Lincoln",-96.74396,43.36283,9.03,poi,1,244
SDZ068,SD,FSD,"Bon Homme",-97.88231,43.01621,10.42,poi,1,263
SDZ069,SD,FSD,"Yankton",-97.36717,43.01726,10.46,poi,1,147
SDZ070,SD,FSD,"Clay",-96.9831,42.89386,8.98,poi,1,107
SDZ071,SD,FSD,"Union",-96.66346,42.97793,7.22,poi,1,451
SDZ319,SD,UNR,"Northern Black Hills",-103.77131,44.24055,14.07,poi,1,15
SDZ320,SD,UNR,"Central Black Hills",-103.51918,43.9058,9.18,poi,1,21
SDZ321,SD,UNR,"Southern Black Hills",-103.52356,43.63607,8.9,poi,1,15
SDZ322,SD,UNR,"Fall River County Area",-103.7101,43.25185,17.21,poi,1,51
SDZ323,SD,UNR,"Northern Foot Hills",-103.59994,44.51198,6.12,poi,1,108
SDZ324,SD,UNR,"Eastern Foot Hills",-103.21303,43.94053,5.78,poi,1,10
SDZ325,SD,UNR,"Custer County Plains",-103.13678,43.71132,9.94,poi,1,27
SDZ326,SD,UNR,"Pine Ridge Area",-103.06795,43.21967,15.08,poi,1,35
SDZ327,SD,UNR,"Butte County Area",-103.57211,44.90987,20.95,poi,1,132
SDZ328,SD,UNR,"Perkins County",-102.47515,45.37764,23.04,poi,1,69
SDZ329,SD,UNR,"West Central Plains",-102.54986,44.35216,26.7,poi,1,51
SDZ330,SD,UNR,"Ziebach County",-101.68677,44.81114,15.31,poi,1,79
SDZ331,SD,UNR,"Haakon County Area",-101.58623,44.14876,20.82,poi,1,92
SDZ332,SD,UNR,"Badlands Area",-102.35928,43.69796,18.49,poi,1,36
SDZ333,SD,UNR,"Bennett County Area",-101.61583,43.2775,19.3,poi,1,25
SDZ334,SD,UNR,"Mellette and Todd Counties",-100.70515,43.35446,24.48,poi,1,467
SDZ335,SD,UNR,"Tripp County",-99.87447,43.32926,17.11,poi,1,312
TNZ001,TN,MEG,"Lake",-89.4458,36.40388,3.82,poi,1,189
TNZ002,TN,MEG,"Obion",-89.15,36.35441,10.34,poi,1,152
TNZ003,TN,MEG,"Weakley",-88.72267,36.27066,11.03,poi,1,216
TNZ004,TN,MEG,"Henry",-88.3128,36.31998,11.7,poi,1,183
TNZ005,TN,OHX,"Stewart",-87.84186,36.48028,10.42,poi,1,128
TNZ006,TN,OHX,"Montgomery",-87.40441,36.48262,10.88,poi,1,152
TNZ007,TN,OHX,"Robertson",-86.85375,36.51567,8.98,poi,1,209
TNZ008,TN,OHX,"Sumner",-86.44789,36.49133,10.28,poi,1,282
TNZ009,TN,OHX,"Macon",-85.9397,36.52429,7.02,poi,1,87
TNZ010,TN,OHX,"Clay",-85.52136,36.54104,5.11,poi,1,158
TNZ011,TN,OHX,"Pickett",-85.14575,36.55586,4.71,poi,1,142
TNZ012,TN,MRX,"Scott",-84.51535,36.46568,8.91,poi,1,248
TNZ013,TN,MRX,"Campbell",-84.12734,36.42082,9.73,poi,1,371
TNZ014,TN,MRX,"Claiborne",-83.62408,36.48125,7.94,poi,1,287
TNZ015,TN,MRX,"Hancock",-83.27476,36.50811,5.9,poi,1,167
TNZ016,TN,MRX,"Hawkins",-83.01437,36.43057,7.88,poi,1,412
TNZ017,TN,MRX,"Sullivan",-82.3088,36.50266,6.42,poi,1,307
TNZ018,TN,MRX,"Johnson",-81.8304,36.49193,6.83,poi,1,336
TNZ019,TN,MEG,"Dyer",-89.35809,36.0751,9.28,poi,1,237
TNZ020,TN,MEG,"Gibson",-88.90888,35.97918,10.68,poi,1,271
TNZ021,TN,MEG,"Carroll",-88.41741,35.98424,11.11,poi,1,105
TNZ022,TN,MEG,"Benton",-88.0486,36.1416,6.54,poi,1,302
TNZ023,TN,OHX,"Houston",-87.65913,36.29251,5.21,poi,1,105
TNZ024,TN,OHX,"Humphreys",-87.74183,36.06253,10.59,poi,1,269
TNZ025,TN,OHX,"Dickson",-87.3626,36.15172,10.61,poi,2,222
TNZ026,TN,OHX,"Cheatham",-87.04587,36.30849,5.31,poi,1,259
TNZ027,TN,OHX,"Davidson",-86.7999,36.1876,10.16,poi,1,245
TNZ028,TN,OHX,"Wilson",-86.27268,36.15153,10.11,poi,1,347
TNZ029,TN,OHX,"Trousdale",-86.15113,36.38381,4.05,poi,1,123
TNZ030,TN,OHX,"Smith",-85.97716,36.26024,7.55,poi,1,273
TNZ031,TN,OHX,"Jackson",-85.66885,36.35672,8.93,poi,1,195
TNZ032,TN,OHX,"Putnam",-85.47831,36.16438,5.84,poi,1,382
TNZ033,TN,OHX,"Overton",-85.30168,36.36017,9.81,poi,1,177
TNZ034,TN,OHX,"Fentress",-84.91673,36.42961,9.84,poi,1,287
TNZ035,TN,MRX,"Morgan",-84.60837,36.09392,9.24,poi,1,335
TNZ036,TN,MRX,"Anderson",-84.23248,36.08291,6.49,poi,1,377
TNZ037,TN,MRX,"Union",-83.84159,36.27869,7.49,poi,1,230
TNZ038,TN,MRX,"Grainger",-83.53031,36.27041,5.7,poi,1,502
TNZ039,TN,MRX,"Hamblen",-83.27212,36.19904,4.33,poi,1,316
TNZ040,TN,MRX,"Northwest Cocke",-83.12958,35.98967,7.2,poi,2,220
TNZ041,TN,MRX,"Cocke Smoky Mountains",-83.01127,35.85064,4.1,poi,1,184
TNZ042,TN,MRX,"Northwest Greene",-82.83647,36.19528,10.24,poi,1,257
TNZ043,TN,MRX,"Southeast Greene",-82.84275,35.99327,3.08,poi,1,131
TNZ044,TN,MRX,"Washington",-82.49019,36.29514,8.22,poi,1,184
TNZ045,TN,MRX,"Unicoi",-82.49958,36.08114,4.35,poi,1,228
TNZ046,TN,MRX,"Northwest Carter",-82.22959,36.34346,4.27,poi,1,160
TNZ047,TN,MRX,"Southeast Carter",-82.09003,36.23107,6.46,poi,1,171
TNZ048,TN,MEG,"Lauderdale",-89.58291,35.76351,7.85,poi,1,561
TNZ049,TN,MEG,"Tipton",-89.64779,35.51429,7.94,poi,2,446
TNZ050,TN,MEG,"Haywood",-89.27162,35.5845,11.16,poi,1,177
TNZ051,TN,MEG,"Crockett",-89.20322,35.83079,5.63,poi,1,257
TNZ052,TN,MEG,"Madison",-88.81187,35.61576,11.22,poi,1,92
TNZ053,TN,MEG,"Chester",-88.58163,35.46013,5.45,poi,1,155
TNZ054,TN,MEG,"Henderson",-88.39106,35.66079,11.06,poi,1,115
TNZ055,TN,MEG,"Decatur",-88.11171,35.52662,6.1,poi,1,240
TNZ056,TN,OHX,"Perry",-87.87707,35.61913,8.12,poi,1,271
TNZ057,TN,OHX,"Hickman",-87.45698,35.80483,11.51,poi,1,246
TNZ058,TN,OHX,"Lewis",-87.53973,35.52687,6.85,poi,1,199
TNZ059,TN,OHX,"Williamson",-86.80276,35.87853,9.9,poi,1,238
TNZ060,TN,OHX,"Maury",-87.07058,35.61952,11.65,poi,2,298
TNZ061,TN,OHX,"Marshall",-86.78842,35.41647,7.35,poi,1,229
TNZ062,TN,OHX,"Rutherford",-86.39478,35.82439,11.5,poi,1,439
TNZ063,TN,OHX,"Cannon",-86.04432,35.84254,6.93,poi,1,182
TNZ064,TN,OHX,"De Kalb",-85.8218,35.96388,7.86,poi,1,298
TNZ065,TN,OHX,"White",-85.48395,35.94806,8.5,poi,2,281
TNZ066,TN,OHX,"Cumberland",-84.99324,35.95344,12.72,poi,1,236
TNZ067,TN,MRX,"Roane",-84.56697,35.82485,7.96,poi,1,327
TNZ068,TN,MRX,"Loudon",-84.28401,35.75433,5.73,poi,2,277
TNZ069,TN,MRX,"Knox",-83.88172,36.01925,9.84,poi,1,440
TNZ070,TN,MRX,"Jefferson",-83.41878,36.03898,7.37,poi,1,341
TNZ071,TN,MRX,"Northwest Blount",-83.99564,35.71952,8.21,poi,1,305
TNZ072,TN,MRX,"Blount Smoky Mountains",-83.84916,35.58506,3.99,poi,1,136
TNZ073,TN,MRX,"North Sevier",-83.59232,35.83743,8.45,poi,1,273
TNZ074,TN,MRX,"Sevier Smoky Mountains",-83.54042,35.63936,5.09,poi,1,161
TNZ075,TN,OHX,"Bedford",-86.49221,35.50156,9.5,poi,1,309
TNZ076,TN,OHX,"Moore",-86.35002,35.29189,3.99,poi,1,310
TNZ077,TN,OHX,"Coffee",-86.0732,35.48617,9.26,poi,1,438
TNZ078,TN,OHX,"Warren",-85.78928,35.68786,10.44,poi,2,223
TNZ079,TN,OHX,"Grundy",-85.7262,35.40787,8.03,poi,1,180
TNZ080,TN,OHX,"Van Buren",-85.46759,35.69337,7.46,poi,2,216
TNZ081,TN,MRX,"Sequatchie",-85.37147,35.33435,6.43,poi,1,192
TNZ082,TN,MRX,"Bledsoe",-85.26742,35.54329,7.68,poi,1,158
TNZ083,TN,MRX,"Rhea",-84.88765,35.64142,5.74,poi,1,294
TNZ084,TN,MRX,"Meigs",-84.71558,35.62885,3.64,poi,1,388
TNZ085,TN,MRX,"McMinn",-84.61396,35.40868,9.69,poi,1,313
TNZ086,TN,MRX,"Northwest Monroe",-84.28794,35.49427,8.75,poi,2,238
TNZ087,TN,MRX,"Southeast Monroe",-84.13427,35.33024,5.37,poi,1,218
TNZ088,TN,MEG,"Shelby",-89.8562,35.20014,12.35,poi,1,205
TNZ089,TN,MEG,"Fayette",-89.4141,35.19916,12.61,poi,1,100
TNZ090,TN,MEG,"Hardeman",-88.9868,35.21483,11.5,poi,1,76
TNZ091,TN,MEG,"McNairy",-88.56314,35.15657,10.74,poi,1,117
TNZ092,TN,OHX,"Hardin",-88.17818,35.17154,10.98,poi,1,138
TNZ093,TN,OHX,"Wayne",-87.77945,35.30854,11.42,poi,1,208
TNZ094,TN,OHX,"Lawrence",-87.39823,35.22679,10.11,poi,1,155
TNZ095,TN,OHX,"Giles",-87.01587,35.18969,10.48,poi,1,228
TNZ096,TN,OHX,"Lincoln",-86.5921,35.15247,11.13,poi,1,180
TNZ097,TN,OHX,"Franklin",-86.09367,35.1609,11.78,poi,1,321
TNZ098,TN,MRX,"Marion",-85.57341,35.13138,10.08,poi,1,173
TNZ099,TN,MRX,"Hamilton",-85.1983,35.12751,9.63,poi,1,248
TNZ100,TN,MRX,"Bradley",-84.86462,35.15373,7.97,poi,1,210
TNZ101,TN,MRX,"West Polk",-84.57989,35.17173,6.51,poi,1,82
TNZ102,TN,MRX,"East Polk",-84.4096,35.06875,5.45,poi,1,29
TXZ001,TX,AMA,"Dallam",-102.6022,36.27786,15.37,poi,1,49
TXZ002,TX,AMA,"Sherman",-101.8934,36.27791,15.04,poi,1,41
TXZ003,TX,AMA,"Hansford",-101.35455,36.27746,15,poi,1,31
TXZ004,TX,AMA,"Ochiltree",-100.81585,36.27816,15.04,poi,1,34
TXZ005,TX,AMA,"Lipscomb",-100.27313,36.2777,15.21,poi,1,30
TXZ006,TX,AMA,"Hartley",-102.77536,35.83901,14.86,poi,1,54
TXZ007,TX,AMA,"Moore",-101.89289,35.83771,15.04,poi,1,34
TXZ008,TX,AMA,"Hutchinson",-101.35473,35.84005,14.86,poi,1,28
TXZ009,TX,AMA,"Roberts",-100.8128,35.83856,15.08,poi,1,53
TXZ010,TX,AMA,"Hemphill",-100.27047,35.8376,15.06,poi,1,47
TXZ011,TX,AMA,"Oldham",-102.77027,35.40501,15.11,poi,1,50
TXZ012,TX,AMA,"Potter",-101.8951,35.40146,15.09,poi,1,51
TXZ013,TX,AMA,"Carson",-101.35465,35.40381,15.13,poi,1,47
TXZ014,TX,AMA,"Gray",-100.81258,35.40118,15.05,poi,1,48
TXZ015,TX,AMA,"Wheeler",-100.2702,35.40121,15.08,poi,1,40
TXZ016,TX,AMA,"Deaf Smith",-102.60535,34.96661,15.15,poi,1,55
TXZ017,TX,AMA,"Randall",-101.95916,34.91959,11.81,poi,4,5161
TXZ018,TX,AMA,"Armstrong",-101.35743,34.96493,14.97,poi,1,49
TXZ019,TX,AMA,"Donley",-100.8149,34.96551,15,poi,1,40
TXZ020,TX,AMA,"Collingsworth",-100.27006,34.96488,15.04,poi,1,35
TXZ021,TX,LUB,"Parmer",-102.78452,34.53009,14.76,poi,1,35
TXZ022,TX,LUB,"Castro",-102.26166,34.52998,14.97,poi,1,27
TXZ023,TX,LUB,"Swisher",-101.73505,34.5304,14.99,poi,1,31
TXZ024,TX,LUB,"Briscoe",-101.2085,34.52974,14.99,poi,1,40
TXZ025,TX,LUB,"Hall",-100.68111,34.53077,15.01,poi,1,51
TXZ026,TX,LUB,"Childress",-100.20765,34.48483,11.88,poi,1,31
TXZ027,TX,LUB,"Bailey",-102.82983,34.06852,12.25,poi,1,34
TXZ028,TX,LUB,"Lamb",-102.35171,34.06863,15.1,poi,1,31
TXZ029,TX,LUB,"Hale",-101.82689,34.07052,14.97,poi,1,33
TXZ030,TX,LUB,"Floyd",-101.30315,34.07161,14.98,poi,1,37
TXZ031,TX,LUB,"Motley",-100.77983,34.07411,14.99,poi,1,46
TXZ032,TX,LUB,"Cottle",-100.28257,34.09909,13.47,poi,1,60
TXZ033,TX,LUB,"Cochran",-102.82745,33.57627,12.89,poi,1,43
TXZ034,TX,LUB,"Hockley",-102.34318,33.60765,15.01,poi,1,41
TXZ035,TX,LUB,"Lubbock",-101.82053,33.61019,15,poi,1,36
TXZ036,TX,LUB,"Crosby",-101.29996,33.61463,14.99,poi,1,38
TXZ037,TX,LUB,"Dickens",-100.77886,33.61661,15.02,poi,1,32
TXZ038,TX,LUB,"King",-100.25584,33.61649,15.09,poi,1,42
TXZ039,TX,LUB,"Yoakum",-102.8278,33.17295,13.49,poi,1,45
TXZ040,TX,LUB,"Terry",-102.33518,33.17382,14.84,poi,1,45
TXZ041,TX,LUB,"Lynn",-101.81613,33.17682,14.88,poi,1,42
TXZ042,TX,LUB,"Garza",-101.29842,33.17988,14.97,poi,1,39
TXZ043,TX,LUB,"Kent",-100.77756,33.18143,14.97,poi,1,41
TXZ044,TX,LUB,"Stonewall",-100.25331,33.17912,15.07,poi,1,45
TXZ045,TX,MAF,"Gaines",-102.6337,32.74081,15.04,poi,1,61
TXZ046,TX,MAF,"Dawson",-101.94767,32.74253,14.98,poi,1,42
TXZ047,TX,MAF,"Borden",-101.43235,32.74371,15,poi,1,39
TXZ048,TX,MAF,"Scurry",-100.91639,32.74634,14.98,poi,1,37
TXZ049,TX,SJT,"Fisher",-100.40245,32.74031,14.93,poi,1,40
TXZ050,TX,MAF,"Andrews",-102.63778,32.30504,15.06,poi,1,43
TXZ051,TX,MAF,"Martin",-101.9512,32.30604,15.06,poi,1,31
TXZ052,TX,MAF,"Howard",-101.4355,32.30616,14.98,poi,1,37
TXZ053,TX,MAF,"Mitchell",-100.92122,32.3062,15.08,poi,1,51
TXZ054,TX,SJT,"Nolan",-100.40604,32.30348,15.01,poi,1,43
TXZ055,TX,EPZ,"El Paso",-106.2027,31.81994,12.1,poi,1,198
TXZ056,TX,EPZ,"Hudspeth",-105.43976,31.55136,31.02,poi,1,421
TXZ059,TX,MAF,"Loving",-103.51697,31.838,11.16,poi,1,230
TXZ060,TX,MAF,"Winkler",-103.00925,31.8301,12.21,poi,1,27
TXZ061,TX,MAF,"Ector",-102.5428,31.86914,15,poi,1,36
TXZ062,TX,MAF,"Midland",-102.0318,31.86926,15.02,poi,1,39
TXZ063,TX,MAF,"Glasscock",-101.52077,31.86944,14.98,poi,1,39
TXZ064,TX,SJT,"Sterling",-101.04454,31.82156,12.95,poi,1,52
TXZ065,TX,SJT,"Coke",-100.52989,31.88854,13.46,poi,1,46
TXZ066,TX,SJT,"Runnels",-99.97624,31.8311,15.21,poi,1,46
TXZ067,TX,MAF,"Ward",-102.93648,31.50612,9.94,poi,1,357
TXZ068,TX,MAF,"Crane",-102.52902,31.46817,12.62,poi,1,208
TXZ069,TX,MAF,"Upton",-102.04443,31.41903,15.88,poi,1,46
TXZ070,TX,MAF,"Reagan",-101.523,31.3662,14.91,poi,1,42
TXZ071,TX,SJT,"Irion",-101.01231,31.30406,15.32,poi,1,46
TXZ072,TX,SJT,"Tom Green",-100.40224,31.37157,17.07,poi,1,75
TXZ073,TX,SJT,"Concho",-99.85835,31.30667,15.06,poi,1,126
TXZ075,TX,MAF,"Pecos",-102.82139,30.81587,31.13,poi,1,599
TXZ076,TX,SJT,"Crockett",-101.32772,30.76364,21.74,poi,1,529
TXZ077,TX,SJT,"Schleicher",-100.53853,30.89745,13.1,poi,1,42
TXZ078,TX,SJT,"Sutton",-100.5382,30.4983,14.46,poi,1,54
TXZ082,TX,MAF,"Terrell",-102.08353,30.11659,19.38,poi,1,455
TXZ083,TX,OUN,"Hardeman",-99.73066,34.24055,9.67,poi,1,273
TXZ084,TX,OUN,"Foard",-99.87594,33.97893,9.86,poi,2,308
TXZ085,TX,OUN,"Wilbarger",-99.24355,34.02759,13.26,poi,1,281
TXZ086,TX,OUN,"Wichita",-98.65739,33.98496,10.34,poi,1,181
TXZ087,TX,OUN,"Knox",-99.73864,33.59871,13.83,poi,1,206
TXZ088,TX,OUN,"Baylor",-99.21352,33.61649,14.98,poi,1,32
TXZ089,TX,OUN,"Archer",-98.68769,33.61535,15.17,poi,1,35
TXZ090,TX,OUN,"Clay",-98.19988,33.81834,12.76,poi,1,260
TXZ091,TX,FWD,"Montague",-97.73149,33.63954,14.16,poi,1,193
TXZ092,TX,FWD,"Cooke",-97.28548,33.59533,11.53,poi,1,311
TXZ093,TX,FWD,"Grayson",-96.68209,33.61665,14.82,poi,1,213
TXZ094,TX,FWD,"Fannin",-96.09494,33.57651,13.5,poi,1,240
TXZ095,TX,FWD,"Lamar",-95.60838,33.68681,13.84,poi,1,382
TXZ096,TX,SHV,"Red River",-95.05578,33.60589,14.42,poi,2,568
TXZ097,TX,SHV,"Bowie",-94.54922,33.44675,11.39,poi,3,780
TXZ098,TX,SJT,"Haskell",-99.73029,33.17823,14.96,poi,1,36
TXZ099,TX,SJT,"Throckmorton",-99.21237,33.17748,15.03,poi,1,31
TXZ100,TX,FWD,"Young",-98.68777,33.17671,15.12,poi,1,47
TXZ101,TX,FWD,"Jack",-98.17041,33.23592,14.55,poi,1,51
TXZ102,TX,FWD,"Wise",-97.65258,33.21558,15.07,poi,1,63
TXZ103,TX,FWD,"Denton",-97.12814,33.20413,15.08,poi,1,63
TXZ104,TX,FWD,"Collin",-96.58209,33.19181,14.38,poi,1,82
TXZ105,TX,FWD,"Hunt",-96.07815,33.12366,12.47,poi,1,106
TXZ106,TX,FWD,"Delta",-95.74581,33.39334,6.27,poi,1,412
TXZ107,TX,FWD,"Hopkins",-95.5314,33.1481,12.9,poi,1,240
TXZ108,TX,SHV,"Franklin",-95.2172,33.17536,5.26,poi,1,121
TXZ109,TX,SHV,"Titus",-94.97044,33.20576,8.94,poi,1,262
TXZ110,TX,SHV,"Camp",-94.99243,32.9881,5.84,poi,1,187
TXZ111,TX,SHV,"Morris",-94.73525,33.09231,4.69,poi,1,179
TXZ112,TX,SHV,"Cass",-94.42672,33.07024,13.13,poi,2,317
TXZ113,TX,SJT,"Jones",-99.87873,32.73989,15.11,poi,1,53
TXZ114,TX,SJT,"Shackelford",-99.35405,32.73586,15.01,poi,1,34
TXZ115,TX,FWD,"Stephens",-98.83617,32.73586,15.11,poi,1,44
TXZ116,TX,FWD,"Palo Pinto",-98.31823,32.73907,14.93,poi,1,55
TXZ117,TX,FWD,"Parker",-97.80511,32.77765,14.89,poi,1,63
TXZ118,TX,FWD,"Tarrant",-97.2915,32.77136,14.91,poi,1,69
TXZ119,TX,FWD,"Dallas",-96.7775,32.76701,14.98,poi,1,80
TXZ120,TX,FWD,"Rockwall",-96.40805,32.89781,5.79,poi,1,35
TXZ121,TX,FWD,"Kaufman",-96.299,32.5999,13,poi,1,140
TXZ122,TX,FWD,"Van Zandt",-95.83504,32.55905,13.97,poi,1,208
TXZ123,TX,FWD,"Rains",-95.78029,32.87762,7.06,poi,1,159
TXZ124,TX,SHV,"Wood",-95.37565,32.78523,12.22,poi,1,249
TXZ125,TX,SHV,"Upshur",-94.94851,32.73171,11.8,poi,1,178
TXZ126,TX,SHV,"Marion",-94.46026,32.78709,6.42,poi,1,214
TXZ127,TX,SJT,"Taylor",-99.89013,32.30147,15.16,poi,1,56
TXZ128,TX,SJT,"Callahan",-99.37348,32.29766,15,poi,1,53
TXZ129,TX,FWD,"Eastland",-98.88667,32.31911,13.43,poi,1,78
TXZ130,TX,FWD,"Erath",-98.22423,32.23095,15.36,poi,1,71
TXZ131,TX,FWD,"Hood",-97.86401,32.42662,8.96,poi,1,49
TXZ132,TX,FWD,"Somervell",-97.81116,32.20853,5.54,poi,1,32
TXZ133,TX,FWD,"Johnson",-97.40653,32.37781,12.07,poi,1,115
TXZ134,TX,FWD,"Ellis",-96.8401,32.33995,14.22,poi,1,177
TXZ135,TX,FWD,"Henderson",-95.91067,32.19097,11.46,poi,1,374
TXZ136,TX,SHV,"Smith",-95.21851,32.33193,13.47,poi,1,435
TXZ137,TX,SHV,"Gregg",-94.8288,32.47567,7.16,poi,1,128
TXZ138,TX,SHV,"Harrison",-94.28614,32.52907,12.5,poi,1,350
TXZ139,TX,SJT,"Coleman",-99.46106,31.69551,15.16,poi,1,296
TXZ140,TX,SJT,"Brown",-98.97363,31.75912,13.49,poi,1,115
TXZ141,TX,FWD,"Comanche",-98.56547,31.92037,12.8,poi,1,72
TXZ142,TX,FWD,"Mills",-98.58668,31.54066,11.27,poi,1,299
TXZ143,TX,FWD,"Hamilton",-98.02225,31.7277,10.95,poi,1,43
TXZ144,TX,FWD,"Bosque",-97.6919,31.94089,13.18,poi,1,255
TXZ145,TX,FWD,"Hill",-97.16727,32.01955,12.62,poi,1,221
TXZ146,TX,FWD,"Navarro",-96.40841,32.07738,14.17,poi,1,240
TXZ147,TX,FWD,"Freestone",-96.19192,31.7242,13,poi,1,289
TXZ148,TX,FWD,"Anderson",-95.67048,31.85879,13.21,poi,1,621
TXZ149,TX,SHV,"Cherokee",-95.20371,31.95035,12.84,poi,1,604
TXZ150,TX,SHV,"Rusk",-94.78394,32.19925,11.8,poi,1,205
TXZ151,TX,SHV,"Panola",-94.26661,32.15882,12.55,poi,1,178
TXZ152,TX,SHV,"Nacogdoches",-94.63625,31.64971,13.3,poi,1,668
TXZ153,TX,SHV,"Shelby",-94.12793,31.80206,12.16,poi,1,351
TXZ154,TX,SJT,"McCulloch",-99.3471,31.16033,15.05,poi,1,237
TXZ155,TX,SJT,"San Saba",-98.83498,31.14086,15.19,poi,1,482
TXZ156,TX,FWD,"Lampasas",-98.24244,31.20754,12.17,poi,1,149
TXZ157,TX,FWD,"Coryell",-97.81093,31.385,15.75,poi,1,48
TXZ158,TX,FWD,"Bell",-97.44633,31.04306,15.17,poi,1,69
TXZ159,TX,FWD,"McLennan",-97.25168,31.52666,13.89,poi,1,82
TXZ160,TX,FWD,"Falls",-96.87409,31.28149,11.9,poi,1,60
TXZ161,TX,FWD,"Limestone",-96.61433,31.60864,12.53,poi,1,63
TXZ162,TX,FWD,"Leon",-95.96943,31.30045,14.33,poi,1,502
TXZ163,TX,HGX,"Houston",-95.40483,31.35846,14.87,poi,1,484
TXZ164,TX,HGX,"Trinity",-95.18264,31.04507,10.05,poi,1,272
TXZ165,TX,SHV,"Angelina",-94.66514,31.27075,11.62,poi,1,643
TXZ166,TX,SHV,"San Augustine",-94.1537,31.49787,8.84,poi,1,374
TXZ167,TX,SHV,"Sabine",-93.86112,31.31229,10.2,poi,1,329
TXZ168,TX,SJT,"Menard",-99.89694,30.89921,12.98,poi,1,41
TXZ169,TX,SJT,"Kimble",-99.87302,30.50052,14.51,poi,1,66
TXZ170,TX,SJT,"Mason",-99.2242,30.71966,15.25,poi,1,54
TXZ171,TX,EWX,"Llano",-98.68757,30.71078,14.54,poi,1,185
TXZ172,TX,EWX,"Burnet",-98.16581,30.84828,12.6,poi,1,232
TXZ173,TX,EWX,"Williamson",-97.69589,30.68007,13.7,poi,1,210
TXZ174,TX,FWD,"Milam",-97.01623,30.77197,14.36,poi,1,228
TXZ175,TX,FWD,"Robertson",-96.52127,31.0362,13.23,poi,1,416
TXZ176,TX,HGX,"Madison",-95.93292,30.97348,8.13,poi,1,317
TXZ177,TX,HGX,"Walker",-95.56347,30.71482,13.22,poi,1,182
TXZ178,TX,HGX,"San Jacinto",-95.18752,30.52189,9.98,poi,1,372
TXZ179,TX,HGX,"Polk",-94.8586,30.8182,14.29,poi,1,355
TXZ180,TX,LCH,"Tyler",-94.37087,30.71027,12.66,poi,1,401
TXZ183,TX,EWX,"Val Verde",-101.08285,29.95372,22.92,poi,1,435
TXZ184,TX,EWX,"Edwards",-100.35109,29.98694,20.87,poi,1,159
TXZ185,TX,EWX,"Real",-99.82205,29.78917,11.38,poi,1,133
TXZ186,TX,EWX,"Kerr",-99.48928,30.08192,11.84,poi,1,68
TXZ187,TX,EWX,"Bandera",-99.31276,29.76583,9.6,poi,1,105
TXZ188,TX,EWX,"Gillespie",-99.09265,30.31716,12.47,poi,1,40
